what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1370289088599
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1370289088599
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1370289088600
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1370289088600
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1370289088600
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1370289088601
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1370289088601
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1370289088603
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1370289088604
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1370289088604
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1370289088605
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1370289088608
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1370289088609
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1370289088610
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1370289088611
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1370289088611
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1370289088612
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1370289088612
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1370289088613
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1370289088613
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1370289088614
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1370289088614
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1370289088614
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1370289088615
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1370289088616
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1370289088616
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1370289088617
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1370289088617
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1370289088617
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201102110609,"org.eclipse.cdt.build.crossgcc",1370289088618
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1370289088618
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1370289088619
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1370289088619
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1370289088620
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1370289088621
os,sysinfo,,,"win32",1370289088624
arch,sysinfo,,,"x86_64",1370289088624
ws,sysinfo,,,"win32",1370289088624
locale,sysinfo,,,"en_US",1370289088624
processors,sysinfo,,,"4",1370289088624
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1370289088624
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1370289088624
java.specification.name,sysinfo,,,"Java Platform API Specification",1370289088624
java.specification.vendor,sysinfo,,,"Oracle Corporation",1370289088624
java.specification.version,sysinfo,,,"1.7",1370289088624
java.vendor,sysinfo,,,"Oracle Corporation",1370289088624
java.version,sysinfo,,,"1.7.0_21",1370289088624
java.vm.info,sysinfo,,,"mixed mode",1370289088624
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1370289088624
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1370289088624
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1370289088624
java.vm.specification.version,sysinfo,,,"1.7",1370289088624
java.vm.vendor,sysinfo,,,"Oracle Corporation",1370289088624
java.vm.version,sysinfo,,,"23.21-b01",1370289088624
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1370289088642
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1370289103636
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1370289103771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289105769
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1370289105972
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1370289106046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289108126
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1370289110334
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289142879
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1370289146512
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289146673
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289147029
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1370289158656
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289161250
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289189153
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1370289206232
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289210287
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289213908
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289216550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289218737
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289220398
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289222275
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1370289223172
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1370289223360
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1370289223644
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1370289223813
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1370289224688
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289226397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289230612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289231585
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1370289236823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1370289238913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289246011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289246911
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1370289248423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289249433
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289249456
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289249698
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289249781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289254171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289254330
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289256427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289279633
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370289282024
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1370289282086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289282195
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1370289282213
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1370289282213
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289288034
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1370289290101
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289520956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1370289521115
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289525959
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289540007
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1370289540084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289544836
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289555207
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1370289558226
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289580730
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1370289587769
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1370289587801
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1370289621686
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370289624250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289628284
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289631296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1370289635200
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289642236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289662712
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370289801170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290044411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290045870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290047995
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370290048004
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290049465
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290050811
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1370290053181
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1370290053289
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1370290053290
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290053905
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290053913
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1370290057001
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290068736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290072848
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1370290072921
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1370290072968
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1370290073440
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1370290073855
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1370290073900
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1370290073925
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1370290074191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290074290
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370290181135
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1370290182090
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370290183557
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1370290183557
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370290184574
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370290184575
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370290187383
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1370290187431
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1370290212075
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1370290216682
